# ---------------------------------- WARNING ----------------------------------------
# Provisional data are subject to revision. Go to
# http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-04-06 11:49:27 -04:00	(natwebcaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10128500 WEBER RIVER NEAR OAKLEY, UT
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
# IV_TS_ID - An internal number representing the Instantaneous Value time series from which the daily statistic is calculated.
#
# Data provided for site 10128500
#    TS_ID       Parameter    Statistic  IV_TS_ID       Description
#    143489      00060        00003      144284         Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been edited or estimated by USGS personnel and is write protected.
#     P  Provisional data subject to revision.
#     Ice  Ice affected
#
agency_cd	site_no	datetime	143489_00060_00003	143489_00060_00003_cd
USGS	10128500	1960-09-11	43	A
USGS	10128500	1960-09-12	43	A
USGS	10128500	1960-09-13	40	A
USGS	10128500	1960-09-14	42	A
USGS	10128500	1960-09-15	43	A
USGS	10128500	1960-09-16	42	A
USGS	10128500	1960-09-17	46	A
USGS	10128500	1960-09-18	46	A
USGS	10128500	1960-09-19	45	A
USGS	10128500	1960-09-20	45	A
USGS	10128500	1960-09-21	43	A
USGS	10128500	1960-09-22	45	A
USGS	10128500	1960-09-23	48	A
USGS	10128500	1960-09-24	47	A
USGS	10128500	1960-09-25	46	A
USGS	10128500	1960-09-26	45	A
USGS	10128500	1960-09-27	43	A
USGS	10128500	1960-09-28	42	A
USGS	10128500	1960-09-29	42	A
USGS	10128500	1960-09-30	42	A
USGS	10128500	1960-10-01	42	A
USGS	10128500	1960-10-02	42	A
USGS	10128500	1960-10-03	40	A
USGS	10128500	1960-10-04	42	A
USGS	10128500	1960-10-05	40	A
USGS	10128500	1960-10-06	35	A
USGS	10128500	1960-10-07	35	A
USGS	10128500	1960-10-08	36	A
USGS	10128500	1960-10-09	48	A
USGS	10128500	1960-10-10	56	A
USGS	10128500	1960-10-11	62	A
USGS	10128500	1960-10-12	55	A
USGS	10128500	1960-10-13	53	A
USGS	10128500	1960-10-14	53	A
USGS	10128500	1960-10-15	52	A
USGS	10128500	1960-10-16	50	A
USGS	10128500	1960-10-17	48	A
USGS	10128500	1960-10-18	48	A
USGS	10128500	1960-10-19	50	A
USGS	10128500	1960-10-20	50	A
USGS	10128500	1960-10-21	50	A
USGS	10128500	1960-10-22	48	A
USGS	10128500	1960-10-23	48	A
USGS	10128500	1960-10-24	50	A
USGS	10128500	1960-10-25	50	A
USGS	10128500	1960-10-26	48	A
USGS	10128500	1960-10-27	48	A
USGS	10128500	1960-10-28	48	A
USGS	10128500	1960-10-29	48	A
USGS	10128500	1960-10-30	48	A
USGS	10128500	1960-10-31	46	A
USGS	10128500	1960-11-01	45	A
USGS	10128500	1960-11-02	43	A
USGS	10128500	1960-11-03	45	A
USGS	10128500	1960-11-04	46	A
USGS	10128500	1960-11-05	46	A
USGS	10128500	1960-11-06	48	A
USGS	10128500	1960-11-07	57	A
USGS	10128500	1960-11-08	53	A
USGS	10128500	1960-11-09	51	A
USGS	10128500	1960-11-10	50	A
USGS	10128500	1960-11-11	50	A
USGS	10128500	1960-11-12	53	A
USGS	10128500	1960-11-13	55	A
USGS	10128500	1960-11-14	53	A
USGS	10128500	1960-11-15	52	A
USGS	10128500	1960-11-16	51	A
USGS	10128500	1960-11-17	51	A
USGS	10128500	1960-11-18	50	A
USGS	10128500	1960-11-19	50	A
USGS	10128500	1960-11-20	50	A
USGS	10128500	1960-11-21	50	A
USGS	10128500	1960-11-22	50	A
USGS	10128500	1960-11-23	50	A
USGS	10128500	1960-11-24	50	A
USGS	10128500	1960-11-25	50	A
USGS	10128500	1960-11-26	51	A
USGS	10128500	1960-11-27	51	A
USGS	10128500	1960-11-28	50	A
USGS	10128500	1960-11-29	50	A
USGS	10128500	1960-11-30	50	A
USGS	10128500	1960-12-01	50	A
USGS	10128500	1960-12-02	50	A
USGS	10128500	1960-12-03	50	A
USGS	10128500	1960-12-04	48	A
USGS	10128500	1960-12-05	45	A
USGS	10128500	1960-12-06	45	A
USGS	10128500	1960-12-07	45	A
USGS	10128500	1960-12-08	45	A
USGS	10128500	1960-12-09	45	A
USGS	10128500	1960-12-10	45	A
USGS	10128500	1960-12-11	45	A
USGS	10128500	1960-12-12	45	A
USGS	10128500	1960-12-13	45	A
USGS	10128500	1960-12-14	45	A
USGS	10128500	1960-12-15	45	A
USGS	10128500	1960-12-16	40	A
USGS	10128500	1960-12-17	40	A
USGS	10128500	1960-12-18	40	A
USGS	10128500	1960-12-19	40	A
USGS	10128500	1960-12-20	40	A
USGS	10128500	1960-12-21	40	A
USGS	10128500	1960-12-22	40	A
USGS	10128500	1960-12-23	40	A
USGS	10128500	1960-12-24	40	A
USGS	10128500	1960-12-25	40	A
USGS	10128500	1960-12-26	40	A
USGS	10128500	1960-12-27	40	A
USGS	10128500	1960-12-28	35	A
USGS	10128500	1960-12-29	35	A
USGS	10128500	1960-12-30	35	A
USGS	10128500	1960-12-31	35	A
USGS	10128500	1961-01-01	35	A
USGS	10128500	1961-01-02	35	A
USGS	10128500	1961-01-03	35	A
USGS	10128500	1961-01-04	35	A
USGS	10128500	1961-01-05	35	A
USGS	10128500	1961-01-06	38	A
USGS	10128500	1961-01-07	38	A
USGS	10128500	1961-01-08	38	A
USGS	10128500	1961-01-09	38	A
USGS	10128500	1961-01-10	38	A
USGS	10128500	1961-01-11	40	A
USGS	10128500	1961-01-12	40	A
USGS	10128500	1961-01-13	40	A
USGS	10128500	1961-01-14	40	A
USGS	10128500	1961-01-15	40	A
USGS	10128500	1961-01-16	40	A
USGS	10128500	1961-01-17	40	A
USGS	10128500	1961-01-18	40	A
USGS	10128500	1961-01-19	40	A
USGS	10128500	1961-01-20	40	A
USGS	10128500	1961-01-21	40	A
USGS	10128500	1961-01-22	40	A
USGS	10128500	1961-01-23	40	A
USGS	10128500	1961-01-24	40	A
USGS	10128500	1961-01-25	40	A
USGS	10128500	1961-01-26	41	A
USGS	10128500	1961-01-27	38	A
USGS	10128500	1961-01-28	35	A
USGS	10128500	1961-01-29	40	A
USGS	10128500	1961-01-30	40	A
USGS	10128500	1961-01-31	40	A
USGS	10128500	1961-02-01	42	A
USGS	10128500	1961-02-02	39	A
USGS	10128500	1961-02-03	42	A
USGS	10128500	1961-02-04	41	A
USGS	10128500	1961-02-05	43	A
USGS	10128500	1961-02-06	46	A
USGS	10128500	1961-02-07	40	A
USGS	10128500	1961-02-08	40	A
USGS	10128500	1961-02-09	40	A
USGS	10128500	1961-02-10	41	A
USGS	10128500	1961-02-11	42	A
USGS	10128500	1961-02-12	41	A
USGS	10128500	1961-02-13	41	A
USGS	10128500	1961-02-14	41	A
USGS	10128500	1961-02-15	41	A
USGS	10128500	1961-02-16	42	A
USGS	10128500	1961-02-17	41	A
USGS	10128500	1961-02-18	41	A
USGS	10128500	1961-02-19	41	A
USGS	10128500	1961-02-20	42	A
USGS	10128500	1961-02-21	42	A
USGS	10128500	1961-02-22	43	A
USGS	10128500	1961-02-23	41	A
USGS	10128500	1961-02-24	41	A
USGS	10128500	1961-02-25	41	A
USGS	10128500	1961-02-26	41	A
USGS	10128500	1961-02-27	41	A
USGS	10128500	1961-02-28	41	A
USGS	10128500	1961-03-01	42	A
USGS	10128500	1961-03-02	42	A
USGS	10128500	1961-03-03	42	A
USGS	10128500	1961-03-04	42	A
USGS	10128500	1961-03-05	42	A
USGS	10128500	1961-03-06	42	A
USGS	10128500	1961-03-07	42	A
USGS	10128500	1961-03-08	42	A
USGS	10128500	1961-03-09	42	A
USGS	10128500	1961-03-10	42	A
USGS	10128500	1961-03-11	43	A
USGS	10128500	1961-03-12	43	A
USGS	10128500	1961-03-13	45	A
USGS	10128500	1961-03-14	47	A
USGS	10128500	1961-03-15	53	A
USGS	10128500	1961-03-16	55	A
USGS	10128500	1961-03-17	48	A
USGS	10128500	1961-03-18	47	A
USGS	10128500	1961-03-19	46	A
USGS	10128500	1961-03-20	45	A
USGS	10128500	1961-03-21	44	A
USGS	10128500	1961-03-22	47	A
USGS	10128500	1961-03-23	55	A
USGS	10128500	1961-03-24	60	A
USGS	10128500	1961-03-25	55	A
USGS	10128500	1961-03-26	51	A
USGS	10128500	1961-03-27	51	A
USGS	10128500	1961-03-28	51	A
USGS	10128500	1961-03-29	50	A
USGS	10128500	1961-03-30	51	A
USGS	10128500	1961-03-31	52	A
USGS	10128500	1961-04-01	55	A
USGS	10128500	1961-04-02	57	A
USGS	10128500	1961-04-03	65	A
USGS	10128500	1961-04-04	75	A
USGS	10128500	1961-04-05	69	A
USGS	10128500	1961-04-06	69	A
USGS	10128500	1961-04-07	69	A
USGS	10128500	1961-04-08	63	A
USGS	10128500	1961-04-09	63	A
USGS	10128500	1961-04-10	62	A
USGS	10128500	1961-04-11	60	A
USGS	10128500	1961-04-12	65	A
USGS	10128500	1961-04-13	70	A
USGS	10128500	1961-04-14	63	A
USGS	10128500	1961-04-15	62	A
USGS	10128500	1961-04-16	65	A
USGS	10128500	1961-04-17	70	A
USGS	10128500	1961-04-18	83	A
USGS	10128500	1961-04-19	98	A
USGS	10128500	1961-04-20	106	A
USGS	10128500	1961-04-21	96	A
USGS	10128500	1961-04-22	100	A
USGS	10128500	1961-04-23	96	A
USGS	10128500	1961-04-24	91	A
USGS	10128500	1961-04-25	87	A
USGS	10128500	1961-04-26	85	A
USGS	10128500	1961-04-27	83	A
USGS	10128500	1961-04-28	91	A
USGS	10128500	1961-04-29	104	A
USGS	10128500	1961-04-30	123	A
USGS	10128500	1961-05-01	147	A
USGS	10128500	1961-05-02	185	A
USGS	10128500	1961-05-03	214	A
USGS	10128500	1961-05-04	223	A
USGS	10128500	1961-05-05	205	A
USGS	10128500	1961-05-06	193	A
USGS	10128500	1961-05-07	179	A
USGS	10128500	1961-05-08	154	A
USGS	10128500	1961-05-09	173	A
USGS	10128500	1961-05-10	286	A
USGS	10128500	1961-05-11	435	A
USGS	10128500	1961-05-12	466	A
USGS	10128500	1961-05-13	350	A
USGS	10128500	1961-05-14	283	A
USGS	10128500	1961-05-15	252	A
USGS	10128500	1961-05-16	232	A
USGS	10128500	1961-05-17	214	A
USGS	10128500	1961-05-18	226	A
USGS	10128500	1961-05-19	283	A
USGS	10128500	1961-05-20	404	A
USGS	10128500	1961-05-21	408	A
USGS	10128500	1961-05-22	453	A
USGS	10128500	1961-05-23	502	A
USGS	10128500	1961-05-24	471	A
USGS	10128500	1961-05-25	512	A
USGS	10128500	1961-05-26	550	A
USGS	10128500	1961-05-27	624	A
USGS	10128500	1961-05-28	696	A
USGS	10128500	1961-05-29	619	A
USGS	10128500	1961-05-30	530	A
USGS	10128500	1961-05-31	476	A
USGS	10128500	1961-06-01	471	A
USGS	10128500	1961-06-02	422	A
USGS	10128500	1961-06-03	368	A
USGS	10128500	1961-06-04	333	A
USGS	10128500	1961-06-05	317	A
USGS	10128500	1961-06-06	298	A
USGS	10128500	1961-06-07	298	A
USGS	10128500	1961-06-08	290	A
USGS	10128500	1961-06-09	279	A
USGS	10128500	1961-06-10	265	A
USGS	10128500	1961-06-11	252	A
USGS	10128500	1961-06-12	229	A
USGS	10128500	1961-06-13	211	A
USGS	10128500	1961-06-14	188	A
USGS	10128500	1961-06-15	171	A
USGS	10128500	1961-06-16	160	A
USGS	10128500	1961-06-17	149	A
USGS	10128500	1961-06-18	144	A
USGS	10128500	1961-06-19	135	A
USGS	10128500	1961-06-20	132	A
USGS	10128500	1961-06-21	130	A
USGS	10128500	1961-06-22	125	A
USGS	10128500	1961-06-23	121	A
USGS	10128500	1961-06-24	114	A
USGS	10128500	1961-06-25	110	A
USGS	10128500	1961-06-26	104	A
USGS	10128500	1961-06-27	100	A
USGS	10128500	1961-06-28	106	A
USGS	10128500	1961-06-29	106	A
USGS	10128500	1961-06-30	104	A
USGS	10128500	1961-07-01	98	A
USGS	10128500	1961-07-02	96	A
USGS	10128500	1961-07-03	94	A
USGS	10128500	1961-07-04	100	A
USGS	10128500	1961-07-05	100	A
USGS	10128500	1961-07-06	89	A
USGS	10128500	1961-07-07	85	A
USGS	10128500	1961-07-08	83	A
USGS	10128500	1961-07-09	83	A
USGS	10128500	1961-07-10	80	A
USGS	10128500	1961-07-11	75	A
USGS	10128500	1961-07-12	72	A
USGS	10128500	1961-07-13	69	A
USGS	10128500	1961-07-14	67	A
USGS	10128500	1961-07-15	63	A
USGS	10128500	1961-07-16	60	A
USGS	10128500	1961-07-17	65	A
USGS	10128500	1961-07-18	65	A
USGS	10128500	1961-07-19	63	A
USGS	10128500	1961-07-20	65	A
USGS	10128500	1961-07-21	62	A
USGS	10128500	1961-07-22	59	A
USGS	10128500	1961-07-23	57	A
USGS	10128500	1961-07-24	57	A
USGS	10128500	1961-07-25	57	A
USGS	10128500	1961-07-26	55	A
USGS	10128500	1961-07-27	52	A
USGS	10128500	1961-07-28	48	A
USGS	10128500	1961-07-29	43	A
USGS	10128500	1961-07-30	40	A
USGS	10128500	1961-07-31	45	A
USGS	10128500	1961-08-01	57	A
USGS	10128500	1961-08-02	53	A
USGS	10128500	1961-08-03	52	A
USGS	10128500	1961-08-04	52	A
USGS	10128500	1961-08-05	56	A
USGS	10128500	1961-08-06	57	A
USGS	10128500	1961-08-07	60	A
USGS	10128500	1961-08-08	48	A
USGS	10128500	1961-08-09	45	A
USGS	10128500	1961-08-10	42	A
USGS	10128500	1961-08-11	42	A
USGS	10128500	1961-08-12	45	A
USGS	10128500	1961-08-13	47	A
USGS	10128500	1961-08-14	46	A
USGS	10128500	1961-08-15	42	A
USGS	10128500	1961-08-16	53	A
USGS	10128500	1961-08-17	48	A
USGS	10128500	1961-08-18	43	A
USGS	10128500	1961-08-19	42	A
USGS	10128500	1961-08-20	50	A
USGS	10128500	1961-08-21	55	A
USGS	10128500	1961-08-22	45	A
USGS	10128500	1961-08-23	43	A
USGS	10128500	1961-08-24	46	A
USGS	10128500	1961-08-25	46	A
USGS	10128500	1961-08-26	47	A
USGS	10128500	1961-08-27	43	A
USGS	10128500	1961-08-28	40	A
USGS	10128500	1961-08-29	42	A
USGS	10128500	1961-08-30	47	A
USGS	10128500	1961-08-31	53	A
USGS	10128500	1961-09-01	51	A
USGS	10128500	1961-09-02	57	A
USGS	10128500	1961-09-03	59	A
USGS	10128500	1961-09-04	56	A
USGS	10128500	1961-09-05	51	A
USGS	10128500	1961-09-06	47	A
USGS	10128500	1961-09-07	45	A
USGS	10128500	1961-09-08	47	A
USGS	10128500	1961-09-09	56	A
USGS	10128500	1961-09-10	63	A
USGS	10128500	1961-09-11	55	A
USGS	10128500	1961-09-12	52	A
USGS	10128500	1961-09-13	51	A
USGS	10128500	1961-09-14	50	A
USGS	10128500	1961-09-15	50	A
USGS	10128500	1961-09-16	53	A
USGS	10128500	1961-09-17	70	A
USGS	10128500	1961-09-18	139	A
USGS	10128500	1961-09-19	162	A
USGS	10128500	1961-09-20	157	A
USGS	10128500	1961-09-21	152	A
USGS	10128500	1961-09-22	137	A
USGS	10128500	1961-09-23	125	A
USGS	10128500	1961-09-24	112	A
USGS	10128500	1961-09-25	106	A
USGS	10128500	1961-09-26	106	A
USGS	10128500	1961-09-27	98	A
USGS	10128500	1961-09-28	93	A
USGS	10128500	1961-09-29	102	A
USGS	10128500	1961-09-30	100	A
USGS	10128500	1961-10-01	94	A
USGS	10128500	1961-10-02	87	A
USGS	10128500	1961-10-03	83	A
USGS	10128500	1961-10-04	74	A
USGS	10128500	1961-10-05	77	A
USGS	10128500	1961-10-06	79	A
USGS	10128500	1961-10-07	79	A
USGS	10128500	1961-10-08	82	A
USGS	10128500	1961-10-09	85	A
USGS	10128500	1961-10-10	83	A
USGS	10128500	1961-10-11	82	A
USGS	10128500	1961-10-12	80	A
USGS	10128500	1961-10-13	79	A
USGS	10128500	1961-10-14	79	A
USGS	10128500	1961-10-15	83	A
USGS	10128500	1961-10-16	83	A
USGS	10128500	1961-10-17	82	A
USGS	10128500	1961-10-18	80	A
USGS	10128500	1961-10-19	77	A
USGS	10128500	1961-10-20	79	A
USGS	10128500	1961-10-21	77	A
USGS	10128500	1961-10-22	82	A
USGS	10128500	1961-10-23	77	A
USGS	10128500	1961-10-24	85	A
USGS	10128500	1961-10-25	77	A
USGS	10128500	1961-10-26	82	A
USGS	10128500	1961-10-27	89	A
USGS	10128500	1961-10-28	87	A
USGS	10128500	1961-10-29	87	A
USGS	10128500	1961-10-30	85	A
USGS	10128500	1961-10-31	85	A
USGS	10128500	1961-11-01	79	A
USGS	10128500	1961-11-02	79	A
USGS	10128500	1961-11-03	77	A
USGS	10128500	1961-11-04	80	A
USGS	10128500	1961-11-05	72	A
USGS	10128500	1961-11-06	72	A
USGS	10128500	1961-11-07	79	A
USGS	10128500	1961-11-08	79	A
USGS	10128500	1961-11-09	75	A
USGS	10128500	1961-11-10	74	A
USGS	10128500	1961-11-11	74	A
USGS	10128500	1961-11-12	70	A
USGS	10128500	1961-11-13	65	A
USGS	10128500	1961-11-14	68	A
USGS	10128500	1961-11-15	72	A
USGS	10128500	1961-11-16	70	A
USGS	10128500	1961-11-17	70	A
USGS	10128500	1961-11-18	67	A
USGS	10128500	1961-11-19	64	A
USGS	10128500	1961-11-20	61	A
USGS	10128500	1961-11-21	59	A
USGS	10128500	1961-11-22	56	A
USGS	10128500	1961-11-23	55	A
USGS	10128500	1961-11-24	53	A
USGS	10128500	1961-11-25	52	A
USGS	10128500	1961-11-26	52	A
USGS	10128500	1961-11-27	52	A
USGS	10128500	1961-11-28	52	A
USGS	10128500	1961-11-29	52	A
USGS	10128500	1961-11-30	50	A
USGS	10128500	1961-12-01	50	A
USGS	10128500	1961-12-02	50	A
USGS	10128500	1961-12-03	50	A
USGS	10128500	1961-12-04	50	A
USGS	10128500	1961-12-05	50	A
USGS	10128500	1961-12-06	50	A
USGS	10128500	1961-12-07	50	A
USGS	10128500	1961-12-08	50	A
USGS	10128500	1961-12-09	50	A
USGS	10128500	1961-12-10	50	A
USGS	10128500	1961-12-11	50	A
USGS	10128500	1961-12-12	50	A
USGS	10128500	1961-12-13	50	A
USGS	10128500	1961-12-14	50	A
USGS	10128500	1961-12-15	50	A
USGS	10128500	1961-12-16	50	A
USGS	10128500	1961-12-17	50	A
USGS	10128500	1961-12-18	50	A
USGS	10128500	1961-12-19	50	A
USGS	10128500	1961-12-20	50	A
USGS	10128500	1961-12-21	50	A
USGS	10128500	1961-12-22	50	A
USGS	10128500	1961-12-23	50	A
USGS	10128500	1961-12-24	50	A
USGS	10128500	1961-12-25	50	A
USGS	10128500	1961-12-26	50	A
USGS	10128500	1961-12-27	50	A
USGS	10128500	1961-12-28	50	A
USGS	10128500	1961-12-29	50	A
USGS	10128500	1961-12-30	50	A
USGS	10128500	1961-12-31	50	A
USGS	10128500	1962-01-01	45	A
USGS	10128500	1962-01-02	45	A
USGS	10128500	1962-01-03	45	A
USGS	10128500	1962-01-04	45	A
USGS	10128500	1962-01-05	45	A
USGS	10128500	1962-01-06	45	A
USGS	10128500	1962-01-07	45	A
USGS	10128500	1962-01-08	45	A
USGS	10128500	1962-01-09	45	A
USGS	10128500	1962-01-10	45	A
USGS	10128500	1962-01-11	45	A
USGS	10128500	1962-01-12	45	A
USGS	10128500	1962-01-13	45	A
USGS	10128500	1962-01-14	45	A
USGS	10128500	1962-01-15	45	A
USGS	10128500	1962-01-16	45	A
USGS	10128500	1962-01-17	45	A
USGS	10128500	1962-01-18	45	A
USGS	10128500	1962-01-19	45	A
USGS	10128500	1962-01-20	45	A
USGS	10128500	1962-01-21	45	A
USGS	10128500	1962-01-22	45	A
USGS	10128500	1962-01-23	45	A
USGS	10128500	1962-01-24	45	A
USGS	10128500	1962-01-25	45	A
USGS	10128500	1962-01-26	45	A
USGS	10128500	1962-01-27	45	A
USGS	10128500	1962-01-28	45	A
USGS	10128500	1962-01-29	45	A
USGS	10128500	1962-01-30	45	A
USGS	10128500	1962-01-31	45	A
USGS	10128500	1962-02-01	50	A
USGS	10128500	1962-02-02	50	A
USGS	10128500	1962-02-03	50	A
USGS	10128500	1962-02-04	50	A
USGS	10128500	1962-02-05	50	A
USGS	10128500	1962-02-06	50	A
USGS	10128500	1962-02-07	50	A
USGS	10128500	1962-02-08	50	A
USGS	10128500	1962-02-09	56	A
USGS	10128500	1962-02-10	77	A
USGS	10128500	1962-02-11	106	A
USGS	10128500	1962-02-12	100	A
USGS	10128500	1962-02-13	83	A
USGS	10128500	1962-02-14	72	A
USGS	10128500	1962-02-15	65	A
USGS	10128500	1962-02-16	60	A
USGS	10128500	1962-02-17	56	A
USGS	10128500	1962-02-18	54	A
USGS	10128500	1962-02-19	52	A
USGS	10128500	1962-02-20	50	A
USGS	10128500	1962-02-21	50	A
USGS	10128500	1962-02-22	50	A
USGS	10128500	1962-02-23	50	A
USGS	10128500	1962-02-24	50	A
USGS	10128500	1962-02-25	50	A
USGS	10128500	1962-02-26	50	A
USGS	10128500	1962-02-27	50	A
USGS	10128500	1962-02-28	50	A
USGS	10128500	1962-03-01	55	A
USGS	10128500	1962-03-02	55	A
USGS	10128500	1962-03-03	55	A
USGS	10128500	1962-03-04	55	A
USGS	10128500	1962-03-05	55	A
USGS	10128500	1962-03-06	55	A
USGS	10128500	1962-03-07	55	A
USGS	10128500	1962-03-08	55	A
USGS	10128500	1962-03-09	55	A
USGS	10128500	1962-03-10	55	A
USGS	10128500	1962-03-11	55	A
USGS	10128500	1962-03-12	55	A
USGS	10128500	1962-03-13	55	A
USGS	10128500	1962-03-14	55	A
USGS	10128500	1962-03-15	55	A
USGS	10128500	1962-03-16	55	A
USGS	10128500	1962-03-17	55	A
USGS	10128500	1962-03-18	55	A
USGS	10128500	1962-03-19	55	A
USGS	10128500	1962-03-20	57	A
USGS	10128500	1962-03-21	59	A
USGS	10128500	1962-03-22	59	A
USGS	10128500	1962-03-23	60	A
USGS	10128500	1962-03-24	56	A
USGS	10128500	1962-03-25	62	A
USGS	10128500	1962-03-26	63	A
USGS	10128500	1962-03-27	69	A
USGS	10128500	1962-03-28	72	A
USGS	10128500	1962-03-29	65	A
USGS	10128500	1962-03-30	66	A
USGS	10128500	1962-03-31	65	A
USGS	10128500	1962-04-01	66	A
USGS	10128500	1962-04-02	72	A
USGS	10128500	1962-04-03	77	A
USGS	10128500	1962-04-04	80	A
USGS	10128500	1962-04-05	82	A
USGS	10128500	1962-04-06	79	A
USGS	10128500	1962-04-07	83	A
USGS	10128500	1962-04-08	82	A
USGS	10128500	1962-04-09	80	A
USGS	10128500	1962-04-10	82	A
USGS	10128500	1962-04-11	83	A
USGS	10128500	1962-04-12	94	A
USGS	10128500	1962-04-13	112	A
USGS	10128500	1962-04-14	132	A
USGS	10128500	1962-04-15	196	A
USGS	10128500	1962-04-16	242	A
USGS	10128500	1962-04-17	294	A
USGS	10128500	1962-04-18	345	A
USGS	10128500	1962-04-19	426	A
USGS	10128500	1962-04-20	476	A
USGS	10128500	1962-04-21	476	A
USGS	10128500	1962-04-22	476	A
USGS	10128500	1962-04-23	535	A
USGS	10128500	1962-04-24	648	A
USGS	10128500	1962-04-25	702	A
USGS	10128500	1962-04-26	708	A
USGS	10128500	1962-04-27	608	A
USGS	10128500	1962-04-28	608	A
USGS	10128500	1962-04-29	502	A
USGS	10128500	1962-04-30	435	A
USGS	10128500	1962-05-01	404	A
USGS	10128500	1962-05-02	390	A
USGS	10128500	1962-05-03	412	A
USGS	10128500	1962-05-04	480	A
USGS	10128500	1962-05-05	624	A
USGS	10128500	1962-05-06	862	A
USGS	10128500	1962-05-07	1060	A
USGS	10128500	1962-05-08	1100	A
USGS	10128500	1962-05-09	1200	A
USGS	10128500	1962-05-10	1170	A
USGS	10128500	1962-05-11	1100	A
USGS	10128500	1962-05-12	995	A
USGS	10128500	1962-05-13	904	A
USGS	10128500	1962-05-14	778	A
USGS	10128500	1962-05-15	648	A
USGS	10128500	1962-05-16	570	A
USGS	10128500	1962-05-17	530	A
USGS	10128500	1962-05-18	502	A
USGS	10128500	1962-05-19	494	A
USGS	10128500	1962-05-20	535	A
USGS	10128500	1962-05-21	545	A
USGS	10128500	1962-05-22	498	A
USGS	10128500	1962-05-23	494	A
USGS	10128500	1962-05-24	484	A
USGS	10128500	1962-05-25	484	A
USGS	10128500	1962-05-26	458	A
USGS	10128500	1962-05-27	453	A
USGS	10128500	1962-05-28	448	A
USGS	10128500	1962-05-29	435	A
USGS	10128500	1962-05-30	417	A
USGS	10128500	1962-05-31	435	A
USGS	10128500	1962-06-01	507	A
USGS	10128500	1962-06-02	648	A
USGS	10128500	1962-06-03	883	A
USGS	10128500	1962-06-04	869	A
USGS	10128500	1962-06-05	813	A
USGS	10128500	1962-06-06	744	A
USGS	10128500	1962-06-07	708	A
USGS	10128500	1962-06-08	696	A
USGS	10128500	1962-06-09	855	A
USGS	10128500	1962-06-10	1130	A
USGS	10128500	1962-06-11	1190	A
USGS	10128500	1962-06-12	1240	A
USGS	10128500	1962-06-13	1330	A
USGS	10128500	1962-06-14	1350	A
USGS	10128500	1962-06-15	1180	A
USGS	10128500	1962-06-16	939	A
USGS	10128500	1962-06-17	806	A
USGS	10128500	1962-06-18	918	A
USGS	10128500	1962-06-19	1210	A
USGS	10128500	1962-06-20	1330	A
USGS	10128500	1962-06-21	1380	A
USGS	10128500	1962-06-22	1290	A
USGS	10128500	1962-06-23	1260	A
USGS	10128500	1962-06-24	1260	A
USGS	10128500	1962-06-25	1170	A
USGS	10128500	1962-06-26	1100	A
USGS	10128500	1962-06-27	1060	A
USGS	10128500	1962-06-28	1010	A
USGS	10128500	1962-06-29	953	A
USGS	10128500	1962-06-30	981	A
USGS	10128500	1962-07-01	806	A
USGS	10128500	1962-07-02	672	A
USGS	10128500	1962-07-03	586	A
USGS	10128500	1962-07-04	545	A
USGS	10128500	1962-07-05	494	A
USGS	10128500	1962-07-06	440	A
USGS	10128500	1962-07-07	422	A
USGS	10128500	1962-07-08	386	A
USGS	10128500	1962-07-09	341	A
USGS	10128500	1962-07-10	313	A
USGS	10128500	1962-07-11	286	A
USGS	10128500	1962-07-12	272	A
USGS	10128500	1962-07-13	294	A
USGS	10128500	1962-07-14	261	A
USGS	10128500	1962-07-15	238	A
USGS	10128500	1962-07-16	226	A
USGS	10128500	1962-07-17	205	A
USGS	10128500	1962-07-18	185	A
USGS	10128500	1962-07-19	182	A
USGS	10128500	1962-07-20	176	A
USGS	10128500	1962-07-21	171	A
USGS	10128500	1962-07-22	162	A
USGS	10128500	1962-07-23	168	A
USGS	10128500	1962-07-24	168	A
USGS	10128500	1962-07-25	179	A
USGS	10128500	1962-07-26	171	A
USGS	10128500	1962-07-27	162	A
USGS	10128500	1962-07-28	154	A
USGS	10128500	1962-07-29	152	A
USGS	10128500	1962-07-30	182	A
USGS	10128500	1962-07-31	190	A
USGS	10128500	1962-08-01	176	A
USGS	10128500	1962-08-02	171	A
USGS	10128500	1962-08-03	162	A
USGS	10128500	1962-08-04	157	A
USGS	10128500	1962-08-05	149	A
USGS	10128500	1962-08-06	139	A
USGS	10128500	1962-08-07	132	A
USGS	10128500	1962-08-08	123	A
USGS	10128500	1962-08-09	117	A
USGS	10128500	1962-08-10	114	A
USGS	10128500	1962-08-11	106	A
USGS	10128500	1962-08-12	106	A
USGS	10128500	1962-08-13	102	A
USGS	10128500	1962-08-14	100	A
USGS	10128500	1962-08-15	98	A
USGS	10128500	1962-08-16	96	A
USGS	10128500	1962-08-17	96	A
