,RES1 Smith And Morehouse.Storage,RES2 Rockport.Storage,RES3 Echo.Storage,RES4 Lost Creek.Storage,RES5 East Canyon.Storage,RES6 Causey.Storage,RES7 Pineview.Storage,RES8 Willard Bay.Storage,RES9 Gravel Pit.Storage,RES10 Chalk Creek.Storage,Protected Pools.Pineview,Protected Pools.East Canyon,Weber Provo Diversion:SA1 Weber Provo Canal.Diversion,Oakley Diversion:SA2 Oakley to Wanship.Diversion,Wanship Diversion:SA3 Wanship to Echo.Diversion,Echo to Devils Slide Diversion:SA4 Echo to Devils Slide.Diversion,Lost Creek Diversion:SA5 Lost Creek.Diversion,Devils Slide to Stoddard Diversion:SA6 Devils Slide to Stodard.Diversion,Park City Diversion:SA7 Park City.Diversion,East Canyon Diversion:SA8 East Canyon.Diversion,Stoddard To Gateway Diversion:SA9 Stoddard To Gateway.Diversion,Gateway Canal Diversion:SA10 Gateway Canal.Diversion,Davis Weber Canal Diversion:SA11 Davis Weber Canal.Diversion,Weber Basin Project Ogden Valley:SA12 Weber Basin Project Ogden Valley.Diversion,Ogden Brigham and S Ogden Highline Canals:SA13 Ogden Brigham and S Ogden Highline Canals.Diversion,Ogden River Below Pineview Diversion:SA14 Ogden River Below Pineview.Diversion,Slaterville Diversion:SA15 Slaterville.Diversion,Warren Canal Diversion:SA16 Warren Canal.Diversion,Ogden Bay Bird Refuge Diversion:SA17 Ogden Bay Bird Refuge.Diversion,GSL Minerals Diversion:SA18 GSL Minerals.Diversion,Gateway To Slaterville Diversion:SA19 Gateway To Slaterville.Diversion,Additional WB Demand Diversion:SA20 Additional WB Demand.Diversion,Weber Provo Diversion:SA1 Weber Provo Canal.Diversion Requested,Oakley Diversion:SA2 Oakley to Wanship.Diversion Requested,Wanship Diversion:SA3 Wanship to Echo.Diversion Requested,Echo to Devils Slide Diversion:SA4 Echo to Devils Slide.Diversion Requested,Lost Creek Diversion:SA5 Lost Creek.Diversion Requested,Devils Slide to Stoddard Diversion:SA6 Devils Slide to Stodard.Diversion Requested,Park City Diversion:SA7 Park City.Diversion Requested,East Canyon Diversion:SA8 East Canyon.Diversion Requested,Stoddard To Gateway Diversion:SA9 Stoddard To Gateway.Diversion Requested,Gateway Canal Diversion:SA10 Gateway Canal.Diversion Requested,Davis Weber Canal Diversion:SA11 Davis Weber Canal.Diversion Requested,Weber Basin Project Ogden Valley:SA12 Weber Basin Project Ogden Valley.Diversion Requested,Ogden Brigham and S Ogden Highline Canals:SA13 Ogden Brigham and S Ogden Highline Canals.Diversion Requested,Ogden River Below Pineview Diversion:SA14 Ogden River Below Pineview.Diversion Requested,Slaterville Diversion:SA15 Slaterville.Diversion Requested,Warren Canal Diversion:SA16 Warren Canal.Diversion Requested,Ogden Bay Bird Refuge Diversion:SA17 Ogden Bay Bird Refuge.Diversion Requested,GSL Minerals Diversion:SA18 GSL Minerals.Diversion Requested,Gateway To Slaterville Diversion:SA19 Gateway To Slaterville.Diversion Requested,Additional WB Demand Diversion:SA20 Additional WB Demand.Diversion Requested,Chalk Creek and Weber River Confluence.Inflow1,Davis Weber Canal Sources Confluence.Inflow1,East Canyon Creek and Weber River Confluence.Inflow1,Independent Streams Confluence.Inflow1,Lost Creek and Weber River Confluence.Inflow1,Ogden and Weber River Confluence.Inflow1,Q11 Reach Gain Confluence.Inflow1,Q20 Reach Gain Confluence.Inflow1,Q37 Reach Gain Confluence.Inflow1,Q46 Reach Gain Confluence.Inflow1,Q53 Reach Gain Confluence.Inflow1,Q57 Reach Gain Confluence.Inflow1,Q68 Sewage Outfall Confluence.Inflow1,Q8 Reach Gain Confluence.Inflow1,Q81 Reach Gain Confluence.Inflow1,Q82 Reach Gain Confluence.Inflow1,Smith And Morehouse and Weber River Confluence.Inflow1,Wells Confluence.Inflow1,Wheeler Creek and Ogden River Confluence.Inflow1,Willard Bay Releases and Weber River Confluence.Inflow1,Chalk Creek and Weber River Confluence.Inflow2,Davis Weber Canal Sources Confluence.Inflow2,East Canyon Creek and Weber River Confluence.Inflow2,Independent Streams Confluence.Inflow2,Lost Creek and Weber River Confluence.Inflow2,Ogden and Weber River Confluence.Inflow2,Q11 Reach Gain Confluence.Inflow2,Q20 Reach Gain Confluence.Inflow2,Q37 Reach Gain Confluence.Inflow2,Q46 Reach Gain Confluence.Inflow2,Q53 Reach Gain Confluence.Inflow2,Q57 Reach Gain Confluence.Inflow2,Q68 Sewage Outfall Confluence.Inflow2,Q8 Reach Gain Confluence.Inflow2,Q81 Reach Gain Confluence.Inflow2,Q82 Reach Gain Confluence.Inflow2,Smith And Morehouse and Weber River Confluence.Inflow2,Wells Confluence.Inflow2,Wheeler Creek and Ogden River Confluence.Inflow2,Willard Bay Releases and Weber River Confluence.Inflow2,Chalk Creek and Weber River Confluence.Outflow,Davis Weber Canal Sources Confluence.Outflow,East Canyon Creek and Weber River Confluence.Outflow,Independent Streams Confluence.Outflow,Lost Creek and Weber River Confluence.Outflow,Ogden and Weber River Confluence.Outflow,Q11 Reach Gain Confluence.Outflow,Q20 Reach Gain Confluence.Outflow,Q37 Reach Gain Confluence.Outflow,Q46 Reach Gain Confluence.Outflow,Q53 Reach Gain Confluence.Outflow,Q57 Reach Gain Confluence.Outflow,Q68 Sewage Outfall Confluence.Outflow,Q8 Reach Gain Confluence.Outflow,Q81 Reach Gain Confluence.Outflow,Q82 Reach Gain Confluence.Outflow,Smith And Morehouse and Weber River Confluence.Outflow,Wells Confluence.Outflow,Wheeler Creek and Ogden River Confluence.Outflow,Willard Bay Releases and Weber River Confluence.Outflow,WBWCD ASR.Inflow,WBWCD ASR.Outflow,WBWCD ASR.Percolation,WBWCD ASR.Pumped Flow,WBWCD ASR.Storage,New Res Confluence.Inflow1,New Res Confluence.Inflow2,New Res Confluence.Outflow
10/1/2005,7967.265127,50646.39699,18106.62305,19591.72509,22853.77501,2079.770279,18836.49294,171388.9414,NaN,NaN,20016.82403,11985.33272,1233.702051,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,1233.702051,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,4571.477389,577.5,790.0234526,4853.9,340.0234526,5419.29969,3000,0,1090.023453,1446.627759,600,1466.644986,5492,2767.642645,6019.29969,3634.534911,3632.544696,3763.9,780.4852157,8289.534798,1173.928601,5197.5,300,196.1,450,600,1571.477389,340.0234526,4120.504307,5036.17193,866.6449863,0,2000,1659.557671,2270.235108,1857.465089,450,1090,86.51478433,3617.500114,5745.40599,5775,1090.023453,5050,790.0234526,6019.29969,4571.477389,340.0234526,5210.527759,6482.79969,1466.644986,1466.644986,7492,4427.200316,8289.534798,5492,4082.544696,4853.9,867,11907.03491,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
11/1/2005,8100.505874,53298.52448,24674.36222,20048.67305,24532.14483,3065.474579,20696.40094,173618.0562,NaN,NaN,20696.40094,13663.70254,1271.143901,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,1271.143901,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,4989.1681,0,2648.770421,2785.71693,2198.770421,9330.623288,3000,0,2948.770421,5459.3099,600,1714.037814,6954,2832.76169,10070.15931,6891.470015,3653.905591,855.7169302,600,6891.470015,1578.571065,0,300,244.2830698,450,739.5360177,1989.1681,2198.770421,3366.256409,4114.313389,1114.037814,745.8701924,2000,2819.365803,76.42553683,62.52998468,450,1930,139.5360177,0,6567.739165,0,2948.770421,3030,2648.770421,10070.15931,4989.1681,2198.770421,6315.02683,9573.623288,1714.037814,2459.908006,8954,5652.127492,10146.58484,6954,4103.905591,2785.71693,739.5360177,6891.470015,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
12/1/2005,8350,56736.89913,32560.22565,20948.71116,26396.1652,3997.425266,22214.35816,181616.3384,NaN,NaN,22214.35816,15527.72291,1299.007918,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,1299.007918,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,6203.677497,0,2142.214577,2831.697176,1692.214577,9542.008379,3000,0,2442.214577,5157.038342,600,2117.957215,1569.5,2781.524348,10303.08219,1569.5,3616.84868,1071.697176,600,1569.5,1682.185937,0,300,198.3028244,450,761.0738096,3203.677497,1692.214577,3786.52094,4627.970038,1517.957215,0,2000,3656.850304,0,0,463.6835859,1760,161.0738096,0,7885.863433,0,2442.214577,3030,2142.214577,10303.08219,6203.677497,1692.214577,6228.735517,9785.008379,2117.957215,2117.957215,3569.5,6438.374652,10303.08219,1569.5,4080.532265,2831.697176,761.0738096,1569.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1/1/2006,8350,59769.32067,38787.90876,21602.12034,28141.48039,4858.713419,23733.21057,196393.4587,NaN,NaN,23733.21057,17273.0381,1108.595289,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,1108.595289,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,4731.310375,0,3404.490964,1820.990759,2954.490964,10682.10679,3000,0,3704.490964,6277.37317,600,2118.852414,3281.678111,2586.722342,11450.18037,0,2964.336212,1030.990759,600,0,1496.372736,0,300,199.009241,450,768.0735716,1731.310375,2954.490964,3603.872966,4404.733625,1518.852414,0,2000,3445.69919,4010.939914,3281.678111,730.9814191,790,168.0735716,0,6227.68311,0,3704.490964,2020,3404.490964,11450.18037,4731.310375,2954.490964,7308.363929,10682.10679,2118.852414,2118.852414,5281.678111,6032.421531,15461.12028,3281.678111,3695.317631,1820.990759,768.0735716,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
2/1/2006,8350,61260,45189.44947,22150.37966,29926.84662,5649.763439,25532.11345,209714.1711,NaN,NaN,25532.11345,19058.40433,915.324619,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,915.324619,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,5028.093835,0,3027.386445,2833.40106,2577.386445,11635.11603,3698.590037,0,3327.386445,5903.494173,600,2319.137778,1238.636432,2135.757444,12490.82347,0,2614.869188,2113.40106,600,0,1373.446874,0,300,196.59894,450,855.7074435,1329.503798,2577.386445,4689.508789,5731.621853,1719.137778,79.76509344,2000,3053.511926,1513.888972,1238.636432,436.2128753,720,255.7074435,0,6401.540709,0,3327.386445,3030,3027.386445,12490.82347,5028.093835,2577.386445,8016.895233,11635.11603,2319.137778,2398.902872,3238.636432,5189.269371,14004.71244,1238.636432,3051.082063,2833.40106,855.7074435,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
3/1/2006,8350,61260,56644.9823,22510,33017.70003,6787.173693,35357.60537,227302.0261,NaN,NaN,35357.60537,22149.25774,1161.836139,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,1161.836139,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,9460.654412,0,5436.36651,2805.782118,4677.696272,19436.92386,7724.550149,0,5736.36651,10721.43715,600,3577.06835,1731.280409,2710.950991,20548.92908,0,3378.486245,2145.782118,600,0,1994.878423,0,300,224.2178822,758.670238,1112.005216,1736.104263,4677.696272,7130.852761,8715.486708,2977.06835,6848.42357,2000,5013.599158,2116.009388,1731.280409,494.3008855,660,512.0052164,0,11455.53283,0,5736.36651,3030,5436.36651,20548.92908,9460.654412,4677.696272,12867.21927,19436.92386,3577.06835,10425.49192,3731.280409,7724.550149,22664.93847,1731.280409,3872.78713,2805.782118,1112.005216,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
4/1/2006,8350,61260,73940,22510,44663.50149,7870,82062.14284,227302.9322,NaN,NaN,38062.14284,15863.50149,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,44067.72796,1650,93913.5635,4758.215262,85748.26944,136411.3804,24718.62346,37846.13526,94083.5635,112433.5627,8546.94254,23802.02847,78105.65026,18956.0352,138634.7825,78105.65026,13959.03904,2618.215262,256,79130.65026,11155.07693,0,170,291.784738,8414.294054,2223.402109,19349.1045,47902.13418,20968.21446,25627.81768,15255.08593,23625.50868,2000,5892.486552,0,0,4996.996158,2140,2234.402109,0,55222.80489,1650,94083.5635,5050,94162.5635,138634.7825,44067.72796,85748.26944,115051.778,138061.3804,23802.02847,47427.53715,80105.65026,24848.52175,138634.7825,78105.65026,18956.0352,4758.215262,2490.402109,79130.65026,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
5/1/2006,8350,61260,73940,22510,51200,7870,110150,227304.0506,NaN,NaN,66150,22400,20740.20782,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,20740.20782,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,60900.37747,10725,145349.6675,8667.582828,136532.6598,210924.5669,48873.29338,85324.1694,150912.6551,180203.8448,23918.25773,35932.20888,166975.1909,37403.39825,241787.7942,166975.1909,51186.08053,6987.582828,31755.67853,180300.1909,26576.79193,0,5562.987625,422.4171716,13299.00772,30863.22736,12027.08409,51208.49037,36494.77256,44604.72201,17085.95115,28235.06672,2000,14907.88945,0,0,17919.52553,1680,3112.548831,0,87477.1694,10725,150912.6551,9090,149831.6675,241787.7942,60900.37747,136532.6598,187407.4277,224808.5669,41004.20888,64167.2756,168975.1909,52311.28769,241787.7942,166975.1909,69105.60606,8667.582828,34868.22736,180300.1909,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
6/1/2006,8350,60629.42673,66195.51012,20861.87868,46391.7995,3660.15386,84441.93746,215417.6487,NaN,NaN,50241.78376,20706.16719,7489.359158,13804,2921,2352,1806,5727,1650,3250,504,14140,14025,7291,5848,5340,22550,4872,6715.5,2223,4617,0,7489.359158,13804,2921,2352,1806,5727,1650,3250,504,14140,14025,7291,5848,5340,22550,4872,6715.5,2223,4617,0,3356.664233,14025,10887.69379,13614.5386,16614.69379,3122.435353,3000,10383.23997,14010.12914,10861.87071,5764.819871,0,6587.5,3606.211368,19618.21742,4188.768797,18822.41734,11564.5386,21462.75674,22550,2185.424529,0,3122.435353,525.4613969,0,16495.78207,356.664233,6231.453818,8920.280166,10902.56465,1526.180129,2661.922572,5000,3748.30598,2931.782582,2398.731203,6077.153181,2050,373.0253267,4188.768797,5542.088762,14025,14010.12914,14140,16614.69379,19618.21742,3356.664233,16614.69379,22930.40931,21764.43535,7291,2661.922572,11587.5,7354.517348,22550,6587.5,24899.57053,13614.5386,21835.78207,26738.7688,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
7/1/2006,4995.823499,55315.22138,37187.09886,19043.30943,34639.36108,1000.000001,55446.02588,199385.9869,NaN,NaN,36077.10554,18734.70823,2428.651489,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,5161.078301,8944,6141,22550,5800,4900.5,3078,6075,0,2428.651489,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,7639.7,8944,6141,22550,5800,4900.5,3078,6075,0,3704.861717,18975,26454.19026,19910.19119,31683.19026,9806.499491,3000,31019.48957,36260.68975,25687.99898,4381.969593,0,5700.5,0,23350,5700.5,6867.137546,17660.19119,19526.96808,23350,1071.207277,0,9806.499491,289.8088143,0,13543.50051,704.861717,663.7006851,7501.500417,9168.500509,779.1087077,821.7230856,5000,2525.120305,0,0,4493.513943,2250,157.532427,4900.5,4776.068994,18975,36260.68975,20200,31683.19026,23350,3704.861717,31683.19026,43762.19017,34856.49949,5161.078301,821.7230856,10700.5,2525.120305,23350,5700.5,11360.65149,19910.19119,19684.50051,28250.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
8/1/2006,5106.337782,51166.65373,13633.73484,18325.33642,24584.01326,1000,26573.66412,185346.8619,NaN,NaN,21562.84494,17421.54888,2165.695209,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,2657.903918,8600,5874,23575,5104,4900.5,2736,5346,0,2165.695209,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,6657,8600,5874,23575,5104,4900.5,2736,5346,0,5074.204027,18150,23601.89928,18913.12185,28581.89928,8736.627585,3000,27513.09882,32338.52686,22819.25517,1700.108162,0,5004.5,0,22780.14154,4354.161264,6337.875714,16843.12185,19803.35476,23575,1264.28518,0,8736.627585,276.8781464,0,14043.51396,2074.204027,1068.800458,7701.850158,9413.372415,957.7957563,388.6713302,5000,3207.367512,794.8584557,650.3387364,699.819495,2070,114.1592008,4354.161264,6338.489206,18150,32338.52686,19190,28581.89928,22780.14154,5074.204027,28581.89928,40040.37702,32232.62758,2657.903918,388.6713302,10004.5,3207.367512,23575,5004.5,7037.695209,18913.12185,19917.51396,27929.16126,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
9/1/2006,7134.922532,50863.79898,3468.574893,17924.4297,19194.73428,1000,8814.679265,176434.5992,NaN,NaN,14440.49551,17103.23432,2288.12939,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,2898.495004,5848,4806,16400,3248,4779.5,1881,4131,0,2288.12939,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,5072,5848,4806,16400,3248,4779.5,1881,4131,0,8661.10838,13200,15842.32652,13896.00166,20075.32652,5053.028671,3000,19059.05562,20895.35519,14237.05734,1396.276491,0,6027.5,1244.527577,12660.29257,2967.739377,5112.656967,13036.00166,12321.05177,16400,1922.993222,0,5053.028671,243.9983371,0,7607.263901,5661.10838,1016.270901,6665.703815,8146.971329,1502.218513,693.6952542,2000,4926.326998,3739.707428,3059.760623,450,860,92.21212863,2967.739377,10584.1016,13200,20895.35519,14140,20075.32652,12660.29257,8661.10838,20075.32652,27561.059,22384.02867,2898.495004,693.6952542,8027.5,6170.854576,16400,6027.5,5562.656967,13896.00166,12413.2639,19367.73938,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
10/1/2006,8338.833169,54778.27976,15202.58778,20168.61093,21725.72077,2129.667902,9649.257683,171727.2665,NaN,NaN,10738.70164,19644.31187,2560.273483,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,2560.273483,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,8865.065313,577.5,450,4772.601913,0,6686.768194,3000,0,750,1874.689635,600,2594.75228,5492,4681.013323,7286.768194,3354.989937,6872.486806,3682.601913,659.5512146,9898.669382,2930.76917,5197.5,300,277.3980869,450,600,5865.065313,0,4807.291548,5875.578559,1994.75228,0,2000,2448.471559,2611.901188,2137.010063,450,1090,207.4487854,1728.820556,11795.83448,5775,750,5050,450,7286.768194,8865.065313,0,5557.291548,7750.268194,2594.75228,2594.75228,7492,7129.484882,9898.669382,5492,7322.486806,4772.601913,867,11627.48994,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
11/1/2006,8350,59300.6766,24173.50649,21248.57791,24232.49456,3229.391305,12235.83838,178394.3016,NaN,NaN,12235.83838,22151.08566,1842.285914,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,1842.285914,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,6434.043858,0,4719.930707,2777.654135,4269.930707,13795.76636,3000,0,5019.930707,8612.196979,600,2478.685223,6954,4287.500301,14647.03511,6954,4997.574457,847.6541349,600,6954,2536.874855,0,300,252.3458651,450,851.2687448,3434.043858,4269.930707,4439.920407,5426.569386,1878.685223,707.8954719,2000,3234.896537,0,0,1132.211757,1930,251.2687448,0,8970.918712,0,5019.930707,3030,4719.930707,14647.03511,6434.043858,4269.930707,9459.851114,14038.76636,2478.685223,3186.580695,8954,7522.396838,14647.03511,6954,6129.786214,2777.654135,851.2687448,6954,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
12/1/2006,8350,61260,35781.61565,22424.78441,26344.35347,4200.584543,13976.28398,187240.2619,NaN,NaN,13976.28398,24262.94457,1474.459142,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,1474.459142,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,9647.917846,0,2177.971329,2853.996154,1727.971329,10355.29786,5255.495849,0,2477.971329,5530.420383,600,2340.445607,1569.5,3440.404664,11150.7603,1569.5,4022.902802,1093.996154,600,1569.5,1960.19131,0,300,176.0038461,450,795.4624449,4392.421998,1727.971329,4146.445208,5067.877476,1740.445607,0,2000,3774.414584,0,0,891.9610034,1760,195.4624449,0,11608.10916,0,2477.971329,3030,2177.971329,11150.7603,9647.917846,1727.971329,6624.416537,10598.29786,2340.445607,2340.445607,3569.5,7214.819247,11150.7603,1569.5,4914.863805,2853.996154,795.4624449,1569.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1/1/2007,8350,61260,45465.86598,22510,28165.17186,5079.155461,15577.10954,203346.2333,NaN,NaN,15577.10954,26083.76296,1155.474363,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,1155.474363,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,8099.056017,0,4222.556474,1827.745843,3139.14277,11786.93041,6197.193689,0,4522.556474,7220.76453,600,2200.82556,3452.350974,2696.106847,12570.43132,0,3027.470744,1037.745843,600,0,1585.194317,0,300,192.2541566,1083.413704,783.500916,1901.862328,3139.14277,3735.953899,4566.165876,1600.82556,0,2000,3501.086843,4219.540079,3452.350974,824.1104656,790,183.500916,0,9684.250334,0,4522.556474,2020,4222.556474,12570.43132,8099.056017,3139.14277,8258.510373,11786.93041,2200.82556,2200.82556,5452.350974,6197.193689,16789.9714,3452.350974,3851.581209,1827.745843,783.500916,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
2/1/2007,8350,61260,56384.59344,22510,31013.61641,6297.457774,19408.69997,227302,NaN,NaN,19408.69997,28932.20751,1244.635384,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,1244.635384,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,8621.783057,0,6997.637278,2821.654798,5251.091286,26291.9005,6369.310843,0,7297.637278,14689.14559,600,4431.590427,0,2904.14923,27702.56175,0,3296.763415,2101.654798,600,0,2296.944403,0,300,208.3452016,1746.545992,1410.661249,2252.472214,5251.091286,9493.16311,11602.75491,3831.590427,0,2000,3465.161613,0,0,852.0212001,720,810.6612495,0,10918.72746,0,7297.637278,3030,6997.637278,27702.56175,8621.783057,5251.091286,16790.80039,26291.9005,4431.590427,4431.590427,2000,6369.310843,27702.56175,0,4148.784615,2821.654798,1410.661249,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
3/1/2007,8350,61260,73940,22510,47581.13344,7870,72038.97212,227302.1243,NaN,NaN,72038.97212,45499.72454,4947.589211,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,4947.589211,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,44828.97409,0,77695.62854,2822.559927,72004.58729,149314.4537,24500.48652,40259.8809,77995.62854,108899.6919,6740.286831,26727.69397,92510.39515,11544.37483,153997.9985,92510.39515,12059.94398,2162.559927,600,92510.39515,12986.31337,0,300,207.4400729,5691.041243,4683.544797,20328.48757,31744.70639,33066.62327,40414.76178,19987.40714,26502.57817,2000,12956.11169,0,0,4432.020055,660,4083.544797,0,57815.28746,0,77995.62854,3030,77695.62854,153997.9985,44828.97409,72004.58729,111062.2518,149314.4537,26727.69397,53230.27215,94510.39515,24500.48652,153997.9985,92510.39515,16491.96404,2822.559927,4683.544797,92510.39515,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
4/1/2007,8350,61260,73940,22510,51200,7870,110150,227302.9322,NaN,NaN,66150,22400,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,42899.75771,1650,108185.2603,4759.289479,100268.1093,157995.354,24305.72281,53729.21652,116176.9257,134297.1092,9452.808119,24296.71207,108321.9997,18573.06983,168851.1319,108321.9997,13699.51339,2619.289479,8928.62198,109346.9997,10916.75881,0,7991.665448,290.7105206,8166.151012,10855.77794,18594.0349,46538.89276,20739.47297,25348.24475,14843.90395,23243.06669,2000,5862.551273,0,0,4873.556445,2140,2194.155961,0,53816.51652,1650,116176.9257,5050,108434.2603,168851.1319,42899.75771,100268.1093,136916.3987,159645.354,24296.71207,47539.77875,110321.9997,24435.62111,168851.1319,108321.9997,18573.06983,4759.289479,11122.77794,109346.9997,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
5/1/2007,8350,61260,73940,22510,51200,7870,110150,227304.0506,NaN,NaN,66150,22400,9950.842767,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,9950.842767,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,13914.15102,10725,35750.80663,8702.100522,39680.2269,69517.20477,13914.15102,22613.64986,39399.80265,55219.47832,9713.1983,8070.154189,11200.5,12228.21312,83269.60852,11200.5,23939.52829,7022.100522,16251.66973,24525.5,10852.49883,0,3648.996024,387.8994779,552.5797312,13752.40375,0,17066.57704,23057.77619,28181.72645,3428.955889,12540.31554,2000,5123.932207,0,0,9201.527595,1680,1505.734024,0,24766.64986,10725,39399.80265,9090,40232.80663,83269.60852,13914.15102,39680.2269,62457.57884,83401.20477,13142.15419,20610.46973,13200.5,17352.14533,83269.60852,11200.5,33141.05589,8702.100522,17757.40375,24525.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
6/1/2007,751.0000047,54936.1797,48726.76034,20563.72103,37973.99078,1000,87421.81703,214936.8787,NaN,NaN,54559.44491,18883.8578,1739.947341,11611.83073,2921,2352,1806,5727,544.9872749,3250,504,14140,14025,6836.779196,5848,5340,22550,4872,6715.5,2223,4617,0,1739.947341,13804,2921,2352,1806,5727,1650,3250,504,14140,14025,7291,5848,5340,22550,4872,6715.5,2223,4617,0,3000,14025,22930.67177,13639.8745,28657.67177,9732.138497,3000,25348.76776,32662.81026,24081.27699,6836.779196,0,6587.5,0,20205.94923,4669.64028,4459.275821,11589.8745,15813.81073,22550,0,0,9732.138497,500.1255026,0,10473.81073,0,3308.904008,3512.34123,4292.861503,0,0,5000,544.9872749,2344.050769,1917.85972,8892.50225,2050,0,4669.64028,3000,14025,32662.81026,14140,28657.67177,20205.94923,3000,28657.67177,36175.15149,28374.1385,6836.779196,0,11587.5,544.9872749,22550,6587.5,13351.77807,13639.8745,15813.81073,27219.64028,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
